month,naics_code,kind_of_business,value
2007-05-01,"442,443","Furniture, home furn, electronics, and appliance stores",17647
2007-05-01,442,Furniture and home furnishings stores,9266
2007-05-01,4421,Furniture stores,5018
2007-05-01,4422,Home furnishings stores,4248
2007-05-01,44221,Floor covering stores,1919
2007-05-01,442299,All other home furnishings stores,2180
2007-05-01,443,Electronics and appliance stores,8381
2007-05-01,443141,Household appliance stores,1541
2007-05-01,443142,Electronics stores,6840
2007-05-01,444,Building mat. and garden equip. and supplies dealers,34219
2007-05-01,4441,Building mat. and supplies dealers,28628
2007-05-01,44412,Paint and wallpaper stores,980
2007-05-01,44413,Hardware stores,2092
2007-05-01,445,Food and beverage stores,47042
2007-05-01,4451,Grocery stores,42207
2007-05-01,44511,Supermarkets and other grocery (except convenience) stores,40144
2007-05-01,4453,"Beer, wine, and liquor stores",3262
2007-05-01,446,Health and personal care stores,20181
2007-05-01,44611,Pharmacies and drug stores,17279
2007-05-01,447,Gasoline stations,41378
2007-05-01,448,Clothing and clothing access. stores,18474
2007-05-01,4481,Clothing stores,13423
2007-05-01,44811,Men's clothing stores,740
2007-05-01,44812,Women's clothing stores,3760
2007-05-01,44814,Family clothing stores,6885
2007-05-01,44819,Other clothing stores,852
2007-05-01,4482,Shoe stores,2213
2007-05-01,44831,Jewelry stores,2678
2007-05-01,451,"Sporting goods, hobby, musical instrument, and book stores",6227
2007-05-01,45111,Sporting goods stores,3087
2007-05-01,45112,"Hobby, toy, and game stores",1050
2007-05-01,451211,Book stores,1134
2007-05-01,452,General merchandise stores,47879
2007-05-01,4521,Department stores,16924
2007-05-01,452111,Department stores(excl. discount department stores),6222
2007-05-01,452112,Discount dept. stores,10702
2007-05-01,4529,Other general merchandise stores,30955
2007-05-01,45291,Warehouse clubs and superstores,27163
2007-05-01,45299,All other gen. merchandise stores,3792
2007-05-01,453,Miscellaneous store retailers,10624
2007-05-01,4532,"Office supplies, stationery, and gift stores",3289
2007-05-01,45321,Office supplies and stationery stores,1746
2007-05-01,45322,"Gift, novelty, and souvenir stores",1543
2007-05-01,45330,Used merchandise stores,927
2007-05-01,454,Nonstore retailers,24347
2007-05-01,4541,Electronic shopping and mail-order houses,18053
2007-05-01,45431,Fuel dealers,2268
2007-05-01,722,Food services and drinking places,38311
2007-05-01,7224,Drinking places,1701
2007-05-01,7225,Restaurants and other eating places,32930
2007-05-01,722511,Full service restaurants,16816
2007-05-01,"722513, 722514, 722515",Limited service eating places,16114
2007-04-01,no code,"Retail and food services sales, total",358535
2007-04-01,no code,Retail sales and food services excl motor vehicle and parts,281270
2007-04-01,no code,Retail sales and food services excl gasoline stations,321858
2007-04-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,244593
2007-04-01,no code,"Retail sales, total",321981
2007-04-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",244716
2007-04-01,no code,GAFO(1),86935
2007-04-01,441,Motor vehicle and parts dealers,77265
2007-04-01,"44,114,412",Automobile and other motor vehicle dealers,71195
2007-04-01,4411,Automobile dealers,64366
2007-04-01,44111,New car dealers,57632
2007-04-01,44112,Used car dealers,6734
2007-04-01,4413,"Automotive parts, acc., and tire stores",6070
2007-04-01,"442,443","Furniture, home furn, electronics, and appliance stores",16210
2007-04-01,442,Furniture and home furnishings stores,8553
2007-04-01,4421,Furniture stores,4688
2007-04-01,4422,Home furnishings stores,3865
2007-04-01,44221,Floor covering stores,1797
2007-04-01,442299,All other home furnishings stores,1926
2007-04-01,443,Electronics and appliance stores,7657
2007-04-01,443141,Household appliance stores,1343
2007-04-01,443142,Electronics stores,6314
2007-04-01,444,Building mat. and garden equip. and supplies dealers,28882
2007-04-01,4441,Building mat. and supplies dealers,24763
2007-04-01,44412,Paint and wallpaper stores,853
2007-04-01,44413,Hardware stores,1777
2007-04-01,445,Food and beverage stores,43562
2007-04-01,4451,Grocery stores,39244
2007-04-01,44511,Supermarkets and other grocery (except convenience) stores,37337
2007-04-01,4453,"Beer, wine, and liquor stores",2867
2007-04-01,446,Health and personal care stores,19259
2007-04-01,44611,Pharmacies and drug stores,16532
2007-04-01,447,Gasoline stations,36677
2007-04-01,448,Clothing and clothing access. stores,17096
2007-04-01,4481,Clothing stores,12757
2007-04-01,44811,Men's clothing stores,731
2007-04-01,44812,Women's clothing stores,3531
2007-04-01,44814,Family clothing stores,6501
2007-04-01,44819,Other clothing stores,814
2007-04-01,4482,Shoe stores,2245
2007-04-01,44831,Jewelry stores,1954
2007-04-01,451,"Sporting goods, hobby, musical instrument, and book stores",5637
2007-04-01,45111,Sporting goods stores,2737
2007-04-01,45112,"Hobby, toy, and game stores",1064
2007-04-01,451211,Book stores,930
2007-04-01,452,General merchandise stores,45014
2007-04-01,4521,Department stores,16091
2007-04-01,452111,Department stores(excl. discount department stores),5965
2007-04-01,452112,Discount dept. stores,10126
2007-04-01,4529,Other general merchandise stores,28923
2007-04-01,45291,Warehouse clubs and superstores,25435
2007-04-01,45299,All other gen. merchandise stores,3488
2007-04-01,453,Miscellaneous store retailers,8850
2007-04-01,4532,"Office supplies, stationery, and gift stores",2978
2007-04-01,45321,Office supplies and stationery stores,1709
2007-04-01,45322,"Gift, novelty, and souvenir stores",1269
2007-04-01,45330,Used merchandise stores,828
2007-04-01,454,Nonstore retailers,23529
2007-04-01,4541,Electronic shopping and mail-order houses,16927
2007-04-01,45431,Fuel dealers,2777
2007-04-01,722,Food services and drinking places,36554
2007-04-01,7224,Drinking places,1605
2007-04-01,7225,Restaurants and other eating places,31229
2007-04-01,722511,Full service restaurants,16159
2007-04-01,"722513, 722514, 722515",Limited service eating places,15070
2007-03-01,no code,"Retail and food services sales, total",374142
2007-03-01,no code,Retail sales and food services excl motor vehicle and parts,290309
2007-03-01,no code,Retail sales and food services excl gasoline stations,338539
2007-03-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,254706
2007-03-01,no code,"Retail sales, total",335917
2007-03-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",252084
2007-03-01,no code,GAFO(1),91885
2007-03-01,441,Motor vehicle and parts dealers,83833
2007-03-01,"44,114,412",Automobile and other motor vehicle dealers,77323
2007-03-01,4411,Automobile dealers,70738
2007-03-01,44111,New car dealers,63462
2007-03-01,44112,Used car dealers,7276
2007-03-01,4413,"Automotive parts, acc., and tire stores",6510
2007-03-01,"442,443","Furniture, home furn, electronics, and appliance stores",17936
2007-03-01,442,Furniture and home furnishings stores,9415
2007-03-01,4421,Furniture stores,5195
2007-03-01,4422,Home furnishings stores,4220
2007-03-01,44221,Floor covering stores,1937
2007-03-01,442299,All other home furnishings stores,2155
2007-03-01,443,Electronics and appliance stores,8521
2007-03-01,443141,Household appliance stores,1447
2007-03-01,443142,Electronics stores,7074
2007-03-01,444,Building mat. and garden equip. and supplies dealers,27282
2007-03-01,4441,Building mat. and supplies dealers,23857
2007-03-01,44412,Paint and wallpaper stores,860
2007-03-01,44413,Hardware stores,1710
2007-03-01,445,Food and beverage stores,45254
2007-03-01,4451,Grocery stores,40815
2007-03-01,44511,Supermarkets and other grocery (except convenience) stores,38930
2007-03-01,4453,"Beer, wine, and liquor stores",3005
2007-03-01,446,Health and personal care stores,20224
2007-03-01,44611,Pharmacies and drug stores,17258
2007-03-01,447,Gasoline stations,35603
2007-03-01,448,Clothing and clothing access. stores,18045
2007-03-01,4481,Clothing stores,13563
2007-03-01,44811,Men's clothing stores,679
2007-03-01,44812,Women's clothing stores,3499
2007-03-01,44814,Family clothing stores,7126
2007-03-01,451,"Sporting goods, hobby, musical instrument, and book stores",6189
2007-03-01,45111,Sporting goods stores,2969
2007-03-01,45112,"Hobby, toy, and game stores",1188
2007-03-01,451211,Book stores,1027
2007-03-01,452,General merchandise stores,46408
2007-03-01,4521,Department stores,16534
2007-03-01,452111,Department stores(excl. discount department stores),5941
2007-03-01,452112,Discount dept. stores,10593
2007-03-01,4529,Other general merchandise stores,29874
2007-03-01,45291,Warehouse clubs and superstores,26305
2007-03-01,45299,All other gen. merchandise stores,3569
2007-03-01,453,Miscellaneous store retailers,9416
2007-03-01,4532,"Office supplies, stationery, and gift stores",3307
2007-03-01,45321,Office supplies and stationery stores,1985
2007-03-01,45322,"Gift, novelty, and souvenir stores",1322
2007-03-01,45330,Used merchandise stores,1037
2007-03-01,454,Nonstore retailers,25727
2007-03-01,4541,Electronic shopping and mail-order houses,18040
2007-03-01,45431,Fuel dealers,3566
2007-03-01,722,Food services and drinking places,38225
2007-03-01,7224,Drinking places,1754
2007-03-01,7225,Restaurants and other eating places,32966
2007-03-01,722511,Full service restaurants,17176
2007-03-01,"722513, 722514, 722515",Limited service eating places,15790
2007-02-01,no code,"Retail and food services sales, total",323162
2007-02-01,no code,Retail sales and food services excl motor vehicle and parts,253789
2007-02-01,no code,Retail sales and food services excl gasoline stations,293400
2007-02-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,224027
2007-02-01,no code,"Retail sales, total",290065
2007-02-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",220692
2007-02-01,no code,GAFO(1),80923
2007-02-01,441,Motor vehicle and parts dealers,69373
2007-02-01,"44,114,412",Automobile and other motor vehicle dealers,63931
2007-02-01,4411,Automobile dealers,59771
2007-02-01,44111,New car dealers,53146
2007-02-01,44112,Used car dealers,6625
2007-02-01,4413,"Automotive parts, acc., and tire stores",5442
2007-02-01,"442,443","Furniture, home furn, electronics, and appliance stores",16716
2007-02-01,442,Furniture and home furnishings stores,8423
2007-02-01,4421,Furniture stores,4903
2007-02-01,4422,Home furnishings stores,3520
2007-02-01,44221,Floor covering stores,1567
2007-02-01,442299,All other home furnishings stores,1843
2007-02-01,443,Electronics and appliance stores,8293
2007-02-01,443141,Household appliance stores,1306
2007-02-01,443142,Electronics stores,6987
2007-02-01,444,Building mat. and garden equip. and supplies dealers,20803
2007-02-01,4441,Building mat. and supplies dealers,18893
2007-02-01,44412,Paint and wallpaper stores,683
2007-02-01,44413,Hardware stores,1380
2007-02-01,445,Food and beverage stores,41044
2007-02-01,4451,Grocery stores,37150
2007-02-01,44511,Supermarkets and other grocery (except convenience) stores,35480
2007-02-01,4453,"Beer, wine, and liquor stores",2603
2007-02-01,446,Health and personal care stores,18431
2007-02-01,44611,Pharmacies and drug stores,15822
2007-02-01,447,Gasoline stations,29762
2007-02-01,448,Clothing and clothing access. stores,15077
2007-02-01,4481,Clothing stores,10531
2007-02-01,44811,Men's clothing stores,600
2007-02-01,44812,Women's clothing stores,2694
2007-02-01,44814,Family clothing stores,5289
2007-02-01,44819,Other clothing stores,883
2007-02-01,4482,Shoe stores,1888
2007-02-01,44831,Jewelry stores,2521
2007-02-01,451,"Sporting goods, hobby, musical instrument, and book stores",5052
2007-02-01,45111,Sporting goods stores,2171
2007-02-01,45112,"Hobby, toy, and game stores",974
2007-02-01,451211,Book stores,1039
2007-02-01,452,General merchandise stores,40959
2007-02-01,4521,Department stores,14441
2007-02-01,452111,Department stores(excl. discount department stores),5305
2007-02-01,452112,Discount dept. stores,9136
2007-02-01,4529,Other general merchandise stores,26518
2007-02-01,45291,Warehouse clubs and superstores,23432
2007-02-01,45299,All other gen. merchandise stores,3086
2007-02-01,453,Miscellaneous store retailers,8496
2007-02-01,4532,"Office supplies, stationery, and gift stores",3119
2007-02-01,45321,Office supplies and stationery stores,1900
2007-02-01,45322,"Gift, novelty, and souvenir stores",1219
2007-02-01,45330,Used merchandise stores,873
2007-02-01,454,Nonstore retailers,24352
2007-02-01,4541,Electronic shopping and mail-order houses,16118
2007-02-01,45431,Fuel dealers,4657
2007-02-01,722,Food services and drinking places,33097
2007-02-01,7224,Drinking places,1475
2007-02-01,7225,Restaurants and other eating places,28557
2007-02-01,722511,Full service restaurants,15043
2007-02-01,"722513, 722514, 722515",Limited service eating places,13514
2007-01-01,no code,"Retail and food services sales, total",328877
2007-01-01,no code,Retail sales and food services excl motor vehicle and parts,262292
2007-01-01,no code,Retail sales and food services excl gasoline stations,297955
2007-01-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,231370
2007-01-01,no code,"Retail sales, total",295284
2007-01-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",228699
2007-01-01,no code,GAFO(1),81867
2007-01-01,441,Motor vehicle and parts dealers,66585
2007-01-01,"44,114,412",Automobile and other motor vehicle dealers,61048
2007-01-01,4411,Automobile dealers,57009
2007-01-01,44111,New car dealers,50920
2007-01-01,44112,Used car dealers,6089
2007-01-01,4413,"Automotive parts, acc., and tire stores",5537
2007-01-01,"442,443","Furniture, home furn, electronics, and appliance stores",17514
2007-01-01,442,Furniture and home furnishings stores,8802
2007-01-01,4421,Furniture stores,4851
2007-01-01,4422,Home furnishings stores,3951
2007-01-01,44221,Floor covering stores,1741
2007-01-01,442299,All other home furnishings stores,2088
2007-01-01,443,Electronics and appliance stores,8712
2007-01-01,443141,Household appliance stores,1395
